Customer ID,frequency,recency,T,monetary_value,CLV_BGNBD,Units Sold,Revenue,CLV_Linear,CLV_DecisionTree,CLV_XGBoost,CLV_LightGBM,CLV_CatBoost,Segment,expected_orders_90D,expected_aov,expected_revenue_90D
91,1.0,214.0,680.0,10.42,1.2086062566534403,8,15.86,-1.835100524534858,1.1575654506464224,1.3952518,1.1845287254573167,1.2351810470862628,Low,0.10114762190733297,12.188190503725657,1.232806484805389
93,1.0,78.0,412.0,12.22,1.8764917681226259,12,37.56,3.450370094269359,1.8764917681226259,1.76283,1.747318344671009,1.752915436345102,Low,0.13907772483965572,13.762304534570614,1.914030003218558
96,0.0,0.0,468.0,0.0,,5,14.09,-2.1529604047781854,0.6071638539809521,0.32206446,0.3024179888701987,0.2947035211985085,Low,0.10579463333347357,24.510042505126265,2.593030959817685
99,6.0,518.0,549.0,25.538333333333338,21.124803202721438,38,165.55,19.725608609550132,21.124803202721438,21.1427,20.988272549931917,21.098574283171832,High,0.8445425638514815,25.514314432007097,21.54792452532013
102,0.0,0.0,166.0,0.0,,5,11.35,1.9675309380732695,1.0625347642413732,1.3521461,1.5660489995100946,1.4169217139768397,Low,0.20571505014536728,24.510042505126265,5.042084623007133
104,2.0,9.0,99.0,16.439999999999998,13.06027893216652,15,42.05,9.347852213586282,13.06027893216652,13.058325,12.741215783041266,13.084927878605136,Medium,0.7844940213356685,16.980263119659984,13.320914898079804
105,2.0,505.0,627.0,7.67,2.4420946443941345,10,28.71,1.683179741863471,2.5242375059883697,2.4553418,2.5029219933403914,2.4104919770639017,Low,0.2831525035632491,8.797386118876945,2.4910019043725824
109,0.0,0.0,263.0,0.0,,4,9.77,0.4276100956565956,0.809695980654187,0.8208207,0.7482039370401014,0.5336736317205544,Low,0.15779861483005292,24.510042505126265,3.867650756734645
110,0.0,0.0,52.0,0.0,,5,13.1,3.746221108465371,2.820447678323929,3.5891466,3.2890836577648637,3.1038646035965094,Low,0.320349153899291,24.510042505126265,7.851771378552857
112,0.0,0.0,101.0,0.0,,5,7.62,2.6025743567917194,2.32659064545856,2.5439315,2.326254678124299,2.17239982463805,Low,0.2583820034828738,24.510042505126265,6.33295388792492
114,0.0,0.0,190.0,0.0,,2,5.96,1.1328518526091793,1.0625347642413732,1.2751117,1.3965483303006638,1.0667096011204116,Low,0.19133143524225046,24.510042505126265,4.689541610354373
115,1.0,41.0,591.0,2.7,0.34871973261261513,10,8.75,-2.970590936797854,0.392823275481997,0.27710837,0.274992998506841,0.35787706309307055,Low,0.06542232570105222,5.436990326990616,0.3557005520058505
117,0.0,0.0,37.0,0.0,,4,13.46,3.971483381351018,4.276645059846402,4.7301188,3.296554164291193,4.020613143760862,Low,,24.510042505126265,
118,0.0,0.0,49.0,0.0,,3,6.89,3.25299799816711,2.820447678323929,3.6065187,3.3136419006022977,3.1038646035965094,Low,0.3251304581059684,24.510042505126265,7.9689613478884604
119,0.0,0.0,188.0,0.0,,5,25.8,2.8100996003046426,1.0625347642413732,1.4424195,1.5406156093433325,1.0414105938029659,Low,0.19245255083442203,24.510042505126265,4.717020201171657
121,0.0,0.0,304.0,0.0,,5,13.95,0.19274904958222372,1.0228150522731139,0.6873647,0.6735739012947658,0.5072300468442821,Low,0.14366655650917648,24.510042505126265,3.5212734066050397
125,1.0,16.0,287.0,8.46,1.7190299410938001,7,16.71,2.665716678188015,1.744642074639716,1.6189145,1.662028302559646,1.613718053618081,Low,0.16740167068209819,10.474155225694481,1.7533910837648854
126,0.0,0.0,410.0,0.0,,4,19.28,-0.9224041350697094,0.6071638539809521,0.40878153,0.3371025257161474,0.40715463925181083,Low,0.11666834925696346,24.510042505126265,2.8595461992910907
127,0.0,0.0,55.0,0.0,,5,10.94,3.5298963975301065,2.820447678323929,3.424244,3.083218852526448,2.980605734628056,Low,0.3157073946374207,24.510042505126265,7.738001661745853
128,0.0,0.0,434.0,0.0,,4,8.84,-2.1045034022753155,0.562158674561362,0.39860487,0.34396453518248676,0.42880368131658475,Low,0.1119085183661897,24.510042505126265,2.7428825418410128
131,0.0,0.0,163.0,0.0,,3,8.89,1.7750196809967793,1.0625347642413732,1.3832861,1.6950412454958932,1.5270496043139596,Low,0.20766706344452657,24.510042505126265,5.0899285519400985
133,2.0,202.0,415.0,15.334999999999999,5.344025075530965,11,34.83,4.896283928841962,3.82006287972205,5.0845127,5.637779546891235,5.391451500009016,Medium,0.341770254712759,15.949239278626319,5.450975570730858
135,1.0,39.0,359.0,15.39,2.2878688479526716,10,29.83,3.8140405316076764,2.2878688479526716,2.23965,2.1796432521047002,2.507056220074027,Low,0.14113664906457513,16.53449424444757,2.3336231116388335
136,0.0,0.0,571.0,0.0,,6,32.97,-2.100067778133397,0.815340757509851,0.20931785,0.12744001392286683,0.29024104759410196,Low,0.09077436772618222,24.510042505126265,2.224883611344688
137,0.0,0.0,34.0,0.0,,3,13.77,4.020277428942275,4.276645059846402,4.7351255,3.296554164291193,4.020613143760862,Low,,24.510042505126265,
139,0.0,0.0,166.0,0.0,,5,10.35,1.8873411105474642,1.0625347642413732,1.3521461,1.5660489995100946,1.4169217139768397,Low,0.20571505014536728,24.510042505126265,5.042084623007133
140,1.0,64.0,159.0,11.59,4.705816882216299,11,14.83,5.0913846139706855,4.705816882216299,4.6643233,4.688626030495875,4.852172125159042,Medium,0.3633046667313596,13.21136462377488,4.799750421707007
141,0.0,0.0,351.0,0.0,,6,8.67,-0.8869371318453165,0.7496644682170794,0.58070815,0.40062920205888486,0.6224181718835835,Low,0.13029496383541259,24.510042505126265,3.193535101809852
144,0.0,0.0,121.0,0.0,,2,1.76,1.7876922970298665,1.0625347642413732,2.1367266,2.1335467790624563,1.895791713294967,Low,0.23950204412865142,24.510042505126265,5.8702052816578725
148,0.0,0.0,690.0,0.0,,3,3.08,-6.264695948164671,0.2280781283679771,0.20351788,0.11695245408012277,0.2649854518009258,Low,0.07798569174445245,24.510042505126265,1.911432619448204
154,3.0,243.0,376.0,12.033333333333331,6.95561528070931,14,47.64,6.987128215836583,6.95561528070931,7.0718465,6.7497106391863,7.0517786902881845,Medium,0.562951811713795,12.602893488605064,7.094821722246212
155,0.0,0.0,35.0,0.0,,3,6.23,3.401274568237861,4.276645059846402,4.729533,3.3136419006022977,4.020613143760862,Low,,24.510042505126265,
156,0.0,0.0,255.0,0.0,,3,16.19,1.038221795229732,0.809695980654187,0.8497862,0.7205293935912898,0.576230017057723,Low,0.16088739073955746,24.510042505126265,3.943356785565411
158,7.0,573.0,644.0,9.112857142857143,7.823229978479519,39,79.99,10.199452012876051,7.823229978479519,7.805681,7.534324090687906,7.945558684930617,Medium,0.8469356678880918,9.422159572393932,7.979963010393632
159,0.0,0.0,7.0,0.0,,6,3.54,3.64550609193281,4.276645059846402,4.687607,3.2918311474610826,4.020613143760862,Low,,24.510042505126265,
160,0.0,0.0,350.0,0.0,,3,8.04,-0.980623609290534,0.6878891425254019,0.64118,0.4570121211240654,0.6378977268835806,Low,0.1305534559656856,24.510042505126265,3.199870754910084
